"Périmètre";"Périmètre.ID";"Année";"Qualification.Candidats.PR";"Qualification.Candidats.PR.femmes";"Qualification.Qualifiés.PR";"Qualification.Qualifiés.PR.femmes";"Qualification.Candidats.MCF";"Qualification.Candidats.MCF.femmes";"Qualification.Qualifiés.MCF";"Qualification.Qualifiés.MCF.femmes";"Concours.Postes.PR";"Concours.Candidats.PR";"Concours.Candidats.PR.femmes";"Concours.Recrutés.PR";"Concours.Recrutés.PR.femmes";"Concours.Postes.MCF";"Concours.Candidats.MCF";"Concours.Candidats.MCF.femmes";"Concours.Recrutés.MCF";"Concours.Recrutés.MCF.femmes"
"Section";"61";2014;101;0,089;63;0,079;423;26;227;0,229;18;80;0,175;18;0,111;30;331;0,218;30;0,033
"Section";"61";2015;101;0,129;70;0,129;345;27,5;182;0,258;14;54;0,167;13;0,231;28;322;0,264;26;0,154
"Section";"61";2016;123;0,195;95;0,189;372;31,5;230;0,322;21;67;0,075;19;0,105;30;366;0,279;30;0,233
"Section";"61";2017;131;0,176;86;0,186;372;28,8;228;0,272;15;50;0,18;14;0,214;33;258;0,252;31;0,258
"Section";"61";2018;115;0,157;92;0,185;367;26,4;242;0,277;14;65;0,169;14;0,071;27;239;0,276;23;0,13
"Section";"61";2019;122;0,189;87;0,172;386;25,6;261;0,276;18;102;0,176;18;0,222;33;291;0,278;30;0,333
"Section";"61";2020;131;0,176;107;0,168;369;33,1;219;0,342;16;87;0,161;16;0,313;35;377;0,324;31;0,387
"Section";"62";2009;97,9493927125506;0,185;61;0,18;322,236570242839;34,5;186;0,306;24;67;0,164;20;0,3;45;241;0,353;42;0,333
"Section";"62";2010;97,0424538911381;0,28;65;0,323;296,06507215205;35,1;175;0,32;32;70;0,171;28;0,214;41;203;0,31;31;0,29
"Section";"62";2011;103;0,204;58;0,19;311;30,5;184;0,31;23;62;0,177;22;0,409;44;247;0,344;43;0,302
"Section";"62";2012;94;0,255;62;0,274;314;31,5;189;0,323;16;39;0,128;12;0,083;40;269;0,312;39;0,385
"Section";"62";2013;95;0,263;67;0,239;283;29,7;158;0,259;21;54;0,111;19;0,158;26;210;0,295;26;0,231
"Section";"62";2014;87;0,253;48;0,271;274;38,3;155;0,323;21;56;0,143;20;0,15;26;226;0,332;25;0,28
"Section";"62";2015;80;0,3;48;0,354;254;36,6;153;0,34;7;28;0,286;6;0,333;27;266;0,335;27;0,333
"Section";"62";2016;84;0,214;56;0,25;264;32,2;185;0,308;17;58;0,121;15;0,067;15;184;0,245;15;0,267
"Section";"62";2017;76;0,276;51;0,314;248;35,5;170;0,365;15;47;0,213;15;0,133;17;209;0,321;17;0,294
"Section";"62";2018;76;0,237;54;0,278;173;34,7;127;0,346;7;23;0,304;7;0,429;18;156;0,295;16;0,375
"Section";"62";2019;90;0,267;72;0,319;223;38,6;160;0,394;9;30;0,167;8;0,125;10;142;0,345;10;0,4
"Section";"62";2020;71;0,239;57;0,246;242;32,2;169;0,32;12;47;0,149;10;0;16;183;0,339;16;0,25
"Section";"63";2009;111,261760148984;0,185;64;0,281;362,722240021383;20,5;156;0,179;36;90;0,167;34;0,088;52;245;0,18;48;0,188
"Section";"63";2010;95,0004259733636;0,108;59;0,068;289,877400928062;18,7;148;0,189;29;89;0,135;26;0,154;50;265;0,185;45;0,156
"Section";"63";2011;100;0,17;59;0,169;342;18,7;166;0,181;20;58;0,086;17;0,235;56;293;0,218;54;0,13
"Section";"63";2012;103;0,165;75;0,173;294;17,7;161;0,205;26;79;0,177;23;0,174;35;196;0,219;34;0,176
"Section";"63";2013;105;0,19;82;0,171;326;18,1;194;0,16;20;75;0,16;18;0,222;36;246;0,191;34;0,206
"Section";"63";2014;92;0,163;56;0,179;292;21,9;156;0,218;15;59;0,068;15;0,067;20;207;0,188;20;0,2
"Section";"63";2015;88;0,159;65;0,123;291;22;179;0,19;16;77;0,169;15;0,133;23;207;0,227;21;0,333
"Section";"63";2016;83;0,193;68;0,176;252;23,8;171;0,234;13;48;0,063;13;0,154;18;187;0,219;17;0,118
"Section";"63";2017;98;0,173;82;0,159;217;24,4;170;0,218;17;60;0,167;17;0,059;23;188;0,202;22;0,182
"Section";"63";2018;97;0,113;81;0,099;221;22,2;176;0,21;11;48;0,188;11;0,091;22;194;0,227;20;0,2
"Section";"63";2019;120;0,167;96;0,167;274;22,6;170;0,247;14;45;0,111;14;0;20;139;0,266;17;0,471
"Section";"63";2020;108;0,167;82;0,207;283;23;152;0,211;16;55;0,182;15;0,133;29;221;0,226;26;0,231
"Section";"64";2009;171,545479302832;0,391;81;0,346;926,757759661257;57,1;514;0,576;18;44;0,318;14;0,357;48;475;0,573;45;0,4
"Section";"64";2010;120,480778487105;0,338;50;0,38;768,889932993453;59,1;372;0,578;13;35;0,343;13;0,538;46;438;0,603;43;0,581
"Section";"64";2011;125;0,344;59;0,322;770;57,4;443;0,544;17;39;0,333;15;0,467;54;518;0,577;52;0,462
"Section";"64";2012;100;0,39;54;0,444;749;59,5;419;0,58;11;28;0,143;10;0;36;456;0,594;32;0,719
"Section";"64";2013;109;0,45;57;0,368;732;61,6;449;0,577;10;40;0,4;8;0,375;31;437;0,531;29;0,552
"Section";"64";2014;117;0,444;70;0,414;684;59,8;443;0,585;18;46;0,435;17;0,412;24;402;0,537;22;0,364
"Section";"64";2015;93;0,43;55;0,364;629;58,8;355;0,572;13;43;0,326;11;0,455;27;442;0,584;26;0,692
"Section";"64";2016;92;0,511;54;0,593;565;58,9;320;0,544;14;37;0,351;12;0,333;27;406;0,544;27;0,593
"Section";"64";2017;75;0,453;47;0,447;471;62;298;0,591;9;28;0,393;8;0,5;27;323;0,551;24;0,458
"Section";"64";2018;91;0,396;61;0,344;386;57,3;282;0,574;10;27;0,407;8;0,5;23;293;0,539;21;0,667
"Section";"64";2019;92;0,446;73;0,425;410;51,7;282;0,504;13;36;0,306;11;0,182;22;299;0,542;22;0,636
"Section";"64";2020;78;0,449;53;0,453;369;49,3;244;0,471;4;10;0,1;4;0;25;308;0,529;23;0,391
"Section";"65";2009;154,929633795776;0,403;110;0,382;888,984300585788;59,5;662;0,588;22;38;0,421;16;0,563;45;417;0,6;42;0,619
"Section";"65";2010;117,957789367238;0,396;87;0,379;721,074514185596;61,2;490;0,586;21;55;0,4;15;0,333;45;436;0,626;44;0,614
"Section";"65";2011;118;0,39;92;0,402;688;62,1;473;0,596;20;54;0,481;20;0,5;30;383;0,595;29;0,655
"Section";"65";2012;113;0,451;74;0,486;713;62;465;0,606;18;59;0,339;14;0,571;35;463;0,607;34;0,588
"Section";"65";2013;120;0,433;98;0,398;689;62,7;485;0,596;11;22;0,318;8;0,25;25;356;0,61;25;0,72
"Section";"65";2014;115;0,443;90;0,422;681;60,9;492;0,6;8;39;0,333;7;0,571;21;335;0,555;21;0,619
"Section";"65";2015;123;0,472;101;0,455;620;58,1;443;0,571;15;47;0,319;14;0,357;19;410;0,554;19;0,421
"Section";"65";2016;121;0,471;92;0,554;548;59,9;421;0,572;11;33;0,394;10;0,4;24;360;0,522;24;0,417
"Section";"65";2017;102;0,431;85;0,482;466;60,9;334;0,584;9;23;0,478;8;0,375;11;152;0,592;11;0,545
"Section";"65";2018;105;0,505;83;0,482;424;59,4;324;0,59;6;14;0,571;5;0,8;19;268;0,53;19;0,474
"Section";"65";2019;84;0,429;70;0,429;395;55,7;318;0,538;5;32;0,406;4;0,75;13;193;0,606;11;0,273
"Section";"65";2020;97;0,485;73;0,479;366;52,2;266;0,519;8;33;0,576;8;0,875;22;272;0,537;22;0,727
"Section";"66";2009;97,7513058137003;0,388;61;0,426;555,429281912573;55,9;272;0,574;17;48;0,333;14;0,286;35;303;0,554;32;0,406
"Section";"66";2010;69,9427446770442;0,422;37;0,405;459,154873047727;59,7;202;0,584;13;23;0,261;11;0,273;33;289;0,509;30;0,4
"Section";"66";2011;80;0,375;45;0,267;382;57,9;182;0,571;14;41;0,415;12;0,417;21;251;0,55;21;0,381
"Section";"66";2012;69;0,348;40;0,4;419;60,9;193;0,575;7;29;0,345;6;0,333;20;190;0,489;18;0,389
"Section";"66";2013;67;0,358;44;0,25;428;59,1;247;0,551;6;20;0,35;5;0,4;7;107;0,486;7;0,429
"Section";"66";2014;69;0,435;44;0,386;362;58;206;0,568;5;15;0,133;5;0,2;19;281;0,566;19;0,632
"Section";"66";2015;77;0,416;52;0,423;361;55,4;208;0,534;4;12;0,417;4;0,75;14;150;0,473;14;0,643
"Section";"66";2016;63;0,349;46;0,37;335;60;213;0,596;6;13;0,615;6;0,333;15;222;0,509;14;0,5
"Section";"66";2017;55;0,418;43;0,488;278;60,4;188;0,574;3;10;0,2;3;0,333;11;210;0,567;11;0,364
"Section";"66";2018;64;0,406;47;0,404;249;58,2;168;0,53;5;12;0,25;4;0;6;87;0,391;6;0,167
"Section";"66";2019;56;0,304;46;0,37;206;53,4;161;0,509;5;10;0,2;4;0;5;47;0,532;5;0,6
"Section";"66";2020;58;0,397;48;0,396;195;50,3;146;0,514;1;1;0;1;0;6;83;0,458;5;0,8
"Section";"67";2009;74,9070204532891;0,363;50;0,36;401,015403691773;54,1;205;0,527;21;44;0,273;19;0,368;33;259;0,494;31;0,387
"Section";"67";2010;58,4439390349838;0,38;39;0,359;324,669785754461;54,7;138;0,522;8;16;0,188;7;0,286;41;253;0,482;36;0,5
"Section";"67";2011;56;0,321;40;0,35;387;51,9;218;0,505;15;46;0,304;13;0,538;30;245;0,445;29;0,31
"Section";"67";2012;62;0,387;51;0,353;344;57;208;0,558;15;24;0,25;13;0,308;26;216;0,546;24;0,625
"Section";"67";2013;54;0,315;43;0,302;400;54,8;249;0,506;6;13;0,385;6;0,5;18;202;0,495;16;0,5
"Section";"67";2014;55;0,327;38;0,289;357;56;212;0,552;10;30;0,467;9;0,556;23;263;0,506;23;0,391
"Section";"67";2015;43;0,302;37;0,297;342;52,9;219;0,452;9;24;0,333;9;0,444;14;197;0,523;14;0,286
"Section";"67";2016;54;0,333;41;0,293;327;54,7;208;0,51;6;19;0,368;5;0,2;11;140;0,507;11;0,364
"Section";"67";2017;64;0,438;48;0,396;303;60,1;204;0,598;11;39;0,308;10;0,5;12;142;0,493;12;0,5
"Section";"67";2018;55;0,436;39;0,462;306;51,6;222;0,5;6;17;0,353;5;0,2;14;191;0,482;13;0,308
"Section";"67";2019;46;0,391;35;0,371;320;53,8;214;0,495;5;13;0,154;4;0,25;8;125;0,528;8;0,25
"Section";"67";2020;59;0,39;53;0,358;261;50,6;143;0,469;4;17;0,353;4;0,5;12;149;0,517;12;0,583
"Section";"68";2009;87,6297216937927;0,438;63;0,46;419,341904953317;57,5;256;0,578;9;15;0,267;9;0,333;21;176;0,517;20;0,4
"Section";"68";2010;64,1574748115268;0,354;48;0,375;354,059740262782;56,8;249;0,514;8;12;0,25;8;0,25;12;114;0,456;12;0,417
"Section";"68";2011;60;0,35;42;0,381;347;60,5;246;0,593;5;9;0,444;5;0,6;15;134;0,493;14;0,429
"Section";"68";2012;59;0,356;47;0,34;362;58,3;269;0,572;7;17;0,176;7;0;16;181;0,503;15;0,4
"Section";"68";2013;64;0,422;51;0,431;359;56,3;263;0,536;7;17;0,412;7;0,286;11;116;0,517;10;0,6
"Section";"68";2014;58;0,431;44;0,455;347;66,9;255;0,616;4;6;0;4;0;8;139;0,504;8;0,625
"Section";"68";2015;43;0,372;32;0,406;318;57,5;258;0,558;5;14;0,5;5;0,6;5;57;0,509;5;0,8
"Section";"68";2016;31;0,419;24;0,333;218;62,8;179;0,609;4;5;0,6;4;0,5;8;110;0,545;6;0,833
"Section";"68";2017;34;0,5;29;0,517;249;63,9;208;0,649;4;9;0,556;4;0,75;11;137;0,555;10;0,7
"Section";"68";2018;56;0,589;49;0,592;261;55,9;217;0,548;2;7;0,571;2;0;7;82;0,561;6;0,667
"Section";"68";2019;50;0,38;41;0,415;322;55;260;0,519;3;5;0,4;3;0,667;5;52;0,577;5;0,6
"Section";"68";2020;52;0,519;35;0,429;228;52,2;175;0,503;3;4;0,5;3;0,333;1;12;0,5;1;0
"Section";"69";2009;80,740145355999;0,409;32;0,406;315,793843589932;55,4;259;0,552;9;25;0,32;8;0,5;10;119;0,513;9;0,444
"Section";"69";2010;47,7495483288166;0,418;22;0,5;222,528304291351;56,3;163;0,546;12;23;0,478;9;0,222;11;116;0,526;11;0,455
"Section";"69";2011;40;0,425;20;0,5;219;49,8;160;0,463;12;27;0,37;12;0,5;18;153;0,536;18;0,333
"Section";"69";2012;34;0,235;25;0,24;249;59,8;178;0,584;4;14;0,357;4;0,5;13;98;0,429;13;0,385
"Section";"69";2013;39;0,308;33;0,303;218;50,5;167;0,497;5;12;0,25;5;0,2;7;87;0,529;7;0,571
"Section";"69";2014;49;0,531;31;0,452;268;56,7;193;0,549;6;21;0,143;3;0,333;5;64;0,578;5;0,6
"Section";"69";2015;52;0,481;34;0,5;248;58,1;182;0,588;4;16;0,5;4;0,5;9;114;0,579;8;0,75
"Section";"69";2016;31;0,387;21;0,429;225;56,4;175;0,543;1;2;0,5;1;1;9;92;0,554;8;0,75
"Section";"69";2017;56;0,446;36;0,472;195;60;165;0,588;3;5;0,4;3;0,333;8;111;0,523;8;0,5
"Section";"69";2018;36;0,389;22;0,455;186;61,3;150;0,613;2;8;0,625;2;1;6;85;0,576;5;0,8
"Section";"69";2019;47;0,404;33;0,394;175;53,7;138;0,514;3;9;0,333;3;0,333;9;96;0,51;9;0,667
"Section";"69";2020;55;0,473;36;0,417;157;59,9;128;0,594;3;23;0,478;3;1;4;67;0,627;4;0,75
"Section";"7";2009;57,462555962556;0,493;46;0,543;302,979791294604;63;191;0,649;18;41;0,488;15;0,333;35;392;0,673;32;0,625
"Section";"7";2010;51,633021299688;0,548;35;0,6;247,278771168019;66,6;172;0,721;30;78;0,654;23;0,826;40;359;0,705;38;0,816
"Section";"7";2011;46;0,457;38;0,474;239;67,4;150;0,673;25;54;0,537;20;0,65;39;369;0,724;38;0,553
"Section";"7";2012;48;0,438;33;0,485;279;72;191;0,754;29;59;0,61;25;0,56;42;463;0,739;39;0,795
"Section";"7";2013;46;0,587;30;0,633;308;72,1;203;0,729;27;72;0,472;23;0,652;49;515;0,755;43;0,814
"Section";"7";2014;78;0,551;62;0,548;273;70;182;0,714;24;83;0,518;24;0,542;33;409;0,702;32;0,813
"Section";"7";2015;55;0,618;45;0,622;287;69,3;195;0,697;19;63;0,492;18;0,611;42;477;0,732;38;0,632
"Section";"7";2016;51;0,627;43;0,651;269;69,5;186;0,688;17;61;0,525;16;0,688;40;474;0,686;39;0,718
"Section";"7";2017;48;0,521;36;0,528;315;70,8;200;0,685;15;71;0,535;13;0,692;20;324;0,691;16;0,75
"Section";"7";2018;60;0,633;41;0,634;288;71,5;174;0,741;15;67;0,493;14;0,571;30;379;0,718;29;0,759
"Section";"7";2019;47;0,596;35;0,629;270;68,5;167;0,707;17;59;0,525;15;0,467;15;324;0,694;14;0,786
"Section";"7";2020;63;0,603;45;0,644;312;72,4;197;0,746;18;80;0,613;17;0,647;26;480;0,708;26;0,846
"Section";"70";2009;62,3817610062893;0,408;19;0,421;323,298251986095;55,4;109;0,596;29;39;0,513;23;0,435;47;381;0,585;45;0,689
"Section";"70";2010;54,474213836478;0,403;22;0,455;267,830414635539;51,5;87;0,517;17;33;0,152;13;0,231;47;380;0,537;45;0,444
"Section";"70";2011;46;0,37;18;0,444;292;53,8;99;0,606;21;43;0,395;17;0,412;45;349;0,587;44;0,477
"Section";"70";2012;54;0,315;22;0,364;261;58,2;78;0,59;25;61;0,393;20;0,5;37;395;0,565;37;0,568
"Section";"70";2013;46;0,457;22;0,455;283;65,4;123;0,577;29;65;0,415;25;0,32;45;418;0,56;44;0,591
"Section";"70";2014;51;0,51;23;0,522;277;58,8;126;0,548;22;40;0,45;17;0,471;43;485;0,563;40;0,55
"Section";"70";2015;50;0,54;23;0,565;294;61,9;123;0,577;23;43;0,372;17;0,294;35;512;0,563;34;0,412
"Section";"70";2016;57;0,456;23;0,478;310;65,5;155;0,671;26;60;0,567;23;0,652;51;544;0,638;47;0,532
"Section";"70";2017;55;0,473;25;0,56;271;61,6;130;0,654;16;37;0,486;14;0,5;42;482;0,616;40;0,65
"Section";"70";2018;62;0,452;34;0,412;286;63,3;127;0,669;16;45;0,533;15;0,533;41;388;0,629;37;0,514
"Section";"70";2019;44;0,614;22;0,455;297;62;126;0,635;15;54;0,481;13;0,462;36;407;0,649;31;0,613
"Section";"70";2020;56;0,554;18;0,611;357;63,9;146;0,678;17;47;0,596;16;0,5;30;405;0,578;28;0,607
"Section";"71";2009;33,7676015305195;0,349;16;0,438;260,433257098718;50,6;72;0,528;18;30;0,267;15;0,267;46;269;0,602;43;0,605
"Section";"71";2010;32,9823084716702;0,333;13;0,385;205,802142822263;54,9;60;0,683;24;36;0,306;15;0,133;42;269;0,591;38;0,605
"Section";"71";2011;31;0,484;18;0,556;220;55,9;71;0,62;24;44;0,432;22;0,409;45;305;0,561;43;0,651
"Section";"71";2012;40;0,375;12;0,5;225;54,7;72;0,611;16;35;0,4;13;0,308;36;300;0,583;34;0,559
"Section";"71";2013;35;0,514;14;0,714;258;51,9;87;0,563;9;19;0,632;4;0,5;50;344;0,558;43;0,605
"Section";"71";2014;34;0,441;17;0,588;236;53,8;69;0,609;19;50;0,5;15;0,467;34;294;0,558;32;0,375
"Section";"71";2015;33;0,424;18;0,444;225;52;84;0,536;17;46;0,413;16;0,313;36;392;0,533;36;0,667
"Section";"71";2016;46;0,587;23;0,565;214;53,3;73;0,562;18;43;0,558;15;0,533;29;265;0,562;25;0,68
"Section";"71";2017;30;0,533;11;0,273;223;57;67;0,612;16;30;0,433;14;0,643;43;353;0,578;40;0,55
"Section";"71";2018;37;0,351;13;0,462;239;55,2;71;0,563;5;16;0,25;3;0;37;310;0,613;34;0,618
"Section";"71";2019;31;0,774;16;0,813;230;50,4;75;0,547;10;38;0,5;10;0,7;26;249;0,598;26;0,5
"Section";"71";2020;37;0,568;14;0,571;281;63,3;88;0,705;9;45;0,511;8;0,375;27;309;0,583;27;0,556
"Section";"72";2009;14,2448439241918;0,353;12;0,5;116,82238694936;39,1;72;0,306;2;6;0,333;2;0;4;57;0,211;2;0
"Section";"72";2010;17,5965719063545;0,286;12;0,25;90,4714725998801;34;48;0,438;1;2;0;1;0;4;55;0,345;4;0,5
"Section";"72";2011;20;0,35;14;0,429;110;37,3;67;0,433;5;26;0,269;3;0,667;4;93;0,312;4;0,25
"Section";"72";2012;20;0,25;13;0,154;107;40,2;81;0,395;0;0;NA;0;NA;3;57;0,281;3;0,667
"Section";"72";2013;14;0,429;9;0,333;91;34,1;66;0,364;1;5;0;1;0;3;70;0,314;3;0,667
"Section";"72";2014;17;0,118;15;0,133;100;33;75;0,32;0;0;NA;0;NA;1;54;0,315;1;0
"Section";"72";2015;17;0,353;15;0,333;106;40,6;82;0,402;2;21;0,19;2;0,5;2;52;0,442;2;0
"Section";"72";2016;22;0,318;15;0,333;99;37,4;71;0,38;0;0;0;0;0;2;89;0,393;2;0,5
"Section";"72";2017;30;0,3;22;0,227;104;35,6;86;0,337;2;16;0,25;2;0,5;2;75;0,453;2;0,5
"Section";"72";2018;21;0,238;18;0,278;117;39,3;86;0,384;0;0;0;0;0;1;42;0,405;1;0
"Section";"72";2019;24;0,167;20;0,15;144;43,8;105;0,429;1;4;0,25;1;0;1;28;0,5;1;1
"Section";"72";2020;30;0,233;20;0,2;111;48,6;80;0,488;1;11;0,364;1;0;4;97;0,381;4;0,25
"Section";"73";2009;6,66666666666667;0,429;5;0,4;41,1906867079281;46;25;0,4;4;10;0,5;4;0,5;2;14;0,429;2;1
"Section";"73";2010;1,9047619047619;0;2;0;32,9525493663425;47,5;13;0,231;2;3;0,333;2;0;4;18;0,556;2;0,5
"Section";"73";2011;1;0;1;0;22;40,9;9;0,333;2;2;0;1;0;2;6;0,167;2;0,5
"Section";"73";2012;3;0;3;0;39;46,2;22;0,455;3;3;0;3;0;3;9;0,444;3;0,667
"Section";"73";2013;6;0,667;4;0,75;33;48,5;19;0,368;3;3;0,333;3;0,333;1;8;0,5;0;0
"Section";"73";2014;6;0,333;6;0,333;27;33,3;17;0,176;0;0;NA;0;NA;2;11;0,091;2;0
"Section";"73";2015;7;0,429;7;0,429;28;46,4;14;0,429;3;4;0,75;3;0,667;2;9;0,556;2;0,5
"Section";"73";2016;2;1;1;1;28;60,7;16;0,5;1;1;0;1;0;1;4;0,25;1;0
"Section";"73";2017;3;0,333;2;0,5;24;45,8;20;0,45;0;0;0;0;0;4;15;0,533;4;0,75
"Section";"73";2018;2;0,5;2;0,5;30;53,3;19;0,421;2;4;0,5;2;1;1;7;0,143;1;0
"Section";"73";2019;4;0,5;4;0,5;20;35;16;0,375;1;1;0;1;0;3;12;0,5;3;0,667
"Section";"73";2020;4;0,25;3;0,333;22;59,1;13;0,538;2;3;0;2;0;1;4;0,5;1;0
"Section";"74";2009;40,0847222222222;0,265;19;0,316;200,457659955976;34,4;98;0,347;14;30;0,167;12;0,083;41;235;0,37;39;0,436
"Section";"74";2010;41,7208333333333;0,294;21;0,286;163,573450524076;33,3;86;0,244;20;37;0,216;15;0,267;36;233;0,326;34;0,206
"Section";"74";2011;41;0,122;18;0,111;158;39,2;92;0,359;12;31;0,129;12;0,083;43;245;0,392;39;0,41
"Section";"74";2012;49;0,204;18;0,111;173;37,6;77;0,377;9;20;0,35;9;0,222;43;239;0,347;40;0,325
"Section";"74";2013;47;0,17;14;0,286;162;31,5;90;0,278;7;16;0,125;7;0,286;42;243;0,329;42;0,262
"Section";"74";2014;46;0,304;17;0,353;149;41,6;82;0,354;13;37;0,216;12;0,083;39;280;0,35;39;0,359
"Section";"74";2015;41;0,293;15;0,333;147;44,9;86;0,453;9;25;0,44;8;0,375;42;291;0,381;40;0,375
"Section";"74";2016;48;0,271;22;0,318;148;36,5;78;0,282;10;29;0,276;10;0,5;29;221;0,362;27;0,407
"Section";"74";2017;37;0,27;18;0,278;122;32,8;66;0,258;8;28;0,143;7;0,286;29;217;0,341;27;0,333
"Section";"74";2018;58;0,19;30;0,067;158;36,1;86;0,337;13;36;0,139;13;0,308;50;244;0,34;47;0,34
"Section";"74";2019;40;0,225;20;0,2;173;38,7;98;0,367;8;23;0,174;8;0,25;48;238;0,395;42;0,405
"Section";"74";2020;57;0,228;29;0,241;180;40,6;107;0,374;10;32;0,219;10;0,1;42;298;0,336;40;0,35
"Section";"76";2009;1,88888888888889;0,5;0;NA;13,3134920634921;46,7;5;0,4;1;1;0;1;0;1;3;0;0;0
"Section";"76";2010;2,83333333333333;0,667;1;0;12,4259259259259;35,7;4;0,25;1;1;0;1;0;0;0;0;0;NA
"Section";"76";2011;5;0,4;4;0,25;16;25;10;0,1;0;0;NA;0;NA;0;0;NA;0;NA
"Section";"76";2012;6;0,5;3;0,667;11;0;6;0;1;3;0,333;1;0;1;10;0,2;1;0
"Section";"76";2013;3;0,333;1;0;18;27,8;9;0,333;1;1;0;1;0;1;9;0,111;1;0
"Section";"76";2014;4;0,5;3;0,667;13;30,8;5;0;0;0;NA;0;NA;2;13;0,077;2;0
"Section";"76";2015;2;0,5;2;0,5;13;7,7;8;0,125;0;0;NA;0;NA;1;3;0;1;0
"Section";"76";2016;1;0;1;0;11;0;4;0;2;3;1;2;1;2;15;0,267;2;0
"Section";"76";2017;4;0;4;0;25;32;15;0,467;0;0;NA;0;NA;2;8;0,625;1;0
"Section";"76";2018;3;0,667;2;0,5;10;20;7;0,143;0;0;NA;0;NA;3;46;0,348;3;0,333
"Section";"76";2019;3;0,667;1;1;16;25;9;0,222;0;0;NA;0;NA;0;0;0;0;0
"Section";"77";2009;0;NA;0;NA;10,2857142857143;50;5;0,2;1;1;0;1;0;3;5;0;2;0
"Section";"77";2010;1;1;0;0;12,8571428571429;26,7;7;0,143;NA;NA;NA;NA;NA;1;1;0;0;0
"Section";"77";2011;2;0;1;0;7;71,4;3;1;0;0;NA;0;NA;1;6;0,333;1;1
"Section";"77";2012;4;0,5;3;0,333;5;60;4;0,5;1;2;0;1;0;0;0;NA;NA;NA
"Section";"77";2013;0;0;0;0;4;25;1;1;0;0;NA;0;NA;0;0;NA;NA;NA
"Section";"77";2014;1;0;1;0;6;16,7;4;0;0;0;NA;0;NA;0;0;NA;NA;NA
"Section";"77";2015;2;0;2;0;7;28,6;2;0;1;1;0;1;0;0;0;NA;NA;NA
"Section";"77";2016;1;0;1;0;5;60;3;0,667;1;1;0;1;0;0;0;NA;0;NA
"Section";"77";2017;0;0;0;0;9;22,2;4;0,25;1;2;0;1;0;1;7;0,429;1;0
"Section";"77";2018;2;0,5;1;0;7;0;5;0;0;0;NA;0;NA;0;0;NA;0;NA
"Section";"77";2019;1;1;0;0;8;37,5;0;0;0;0;NA;0;NA;0;0;NA;0;NA
"Section";"8";2009;20,0240384615385;0,714;18;0,667;62,9326923076923;60;48;0,583;6;20;0,7;5;0,6;10;90;0,611;9;0,556
"Section";"8";2010;10,4887820512821;0,727;7;0,714;71,0240384615385;62;49;0,653;6;18;0,556;6;0,5;10;120;0,65;10;0,6
"Section";"8";2011;7;0,571;6;0,5;46;54,3;36;0,556;4;13;0,538;4;0,25;6;83;0,627;6;0,667
"Section";"8";2012;12;0,667;10;0,6;57;68,4;47;0,66;6;27;0,407;6;0,5;8;82;0,61;8;0,25
"Section";"8";2013;15;0,667;12;0,667;59;66,1;45;0,733;6;22;0,636;6;0,833;3;71;0,634;3;0,667
"Section";"8";2014;22;0,636;18;0,611;64;54,7;45;0,578;3;17;0,647;2;0,5;9;115;0,678;9;0,667
"Section";"8";2015;14;0,714;12;0,667;55;61,8;42;0,69;3;7;0,714;3;0,667;1;46;0,717;1;1
"Section";"8";2016;16;0,688;15;0,667;55;58,2;43;0,651;5;23;0,565;5;0,4;3;80;0,663;3;0,667
"Section";"8";2017;13;0,615;12;0,583;63;63,5;49;0,653;6;23;0,696;6;0,5;5;78;0,667;5;0,2
"Section";"8";2018;15;0,533;10;0,5;43;55,8;35;0,514;7;29;0,621;7;0,571;5;104;0,644;5;0,8
"Section";"8";2019;18;0,556;16;0,5;62;69,4;47;0,702;3;16;0,5;3;0,333;7;108;0,602;7;0,571
"Section";"8";2020;17;0,765;14;0,714;60;58,3;45;0,578;4;21;0,524;4;0,5;7;80;0,675;7;0,714
"Section";"85";2009;20,6796536796537;0,471;7;0,714;177,299718548597;57,1;112;0,518;5;8;0,125;2;0,5;22;115;0,452;20;0,65
"Section";"85";2010;8,51515151515152;0,357;2;0,5;123,866926657239;55,6;66;0,53;8;12;0,333;5;0,6;20;105;0,476;20;0,6
"Section";"85";2011;9;0,222;4;0,25;126;48,4;76;0,526;5;13;0,385;4;0,75;13;79;0,57;13;0,769
"Section";"85";2012;15;0,467;5;0,6;131;51,1;74;0,365;8;15;0,533;7;0,857;14;89;0,337;14;0,357
"Section";"85";2013;18;0,444;8;0,625;115;60,9;74;0,568;7;16;0,188;7;0,143;10;83;0,542;10;0,6
"Section";"85";2014;17;0,412;6;0,667;122;59,8;78;0,564;4;7;0,714;4;0,75;12;91;0,451;11;0,455
"Section";"85";2015;18;0,444;11;0,455;100;55;65;0,615;6;11;0,364;6;0,333;18;123;0,634;17;0,765
"Section";"85";2016;10;0,6;6;0,667;106;56,6;75;0,6;6;10;0,4;6;0,5;16;105;0,552;16;0,625
"Section";"85";2017;7;0,571;5;0,4;89;52,8;64;0,5;3;4;0,25;3;0;9;75;0,533;9;0,556
"Section";"85";2018;17;0,471;6;0,333;84;53,6;46;0,457;3;6;0,333;3;0;7;71;0,423;6;0,5
"Section";"85";2019;16;0,313;7;0,571;69;47,8;51;0,431;4;6;0,333;4;0,5;13;131;0,519;13;0,692
